[1016/120651.980:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/104611.867:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/112539.369:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/152135.489:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/160214.278:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1020/181427.072:ERROR:directory_reader_win.cc(43)] FindFirstFile: 系统找不到指定的路径。 (0x3)
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.439:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.440:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.441:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.442:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.442:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.442:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.443:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.444:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.445:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.446:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.447:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.448:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.449:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.450:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.450:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.450:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181127.450:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.251:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.252:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.253:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
[1024/181135.254:ERROR:crash_report_database_win.cc(469)] failed to stat report
